missing,core2,core4,core6,core8,core10
20,0.7366710328433513,0.6549342838048563,0.5431930693069307,0.458675799086758,0.40665766981556456
25,0.6676854412264105,0.5639711888319596,0.4757425742574257,0.37945205479452054,0.30589293747188484
30,0.6074807160529763,0.49112645726590926,0.3782178217821782,0.26529680365296804,0.19883040935672514
35,0.5463542424683452,0.41813321452439295,0.3214108910891089,0.21232876712328766,0.12280701754385964
40,0.4793576868966186,0.34996658498552013,0.22623762376237624,0.13744292237442923,0.11605937921727395
45,0.4205113278028429,0.27734462018266876,0.17066831683168318,0.11232876712328767,0.05083220872694557
50,0.3658370930965895,0.2388802257369867,0.12351485148514851,0.05342465753424658,0.05398110661268556
0,1.0,1.0,1.0,1.0,1.0
5,0.9336826274681026,0.9039875250612609,0.879950495049505,0.8404109589041096,0.8425551057130004
10,0.8675107941590259,0.8196331773965991,0.7757425742574258,0.6972602739726027,0.6810616284300495
15,0.8036190753408043,0.7374322417761937,0.6783415841584158,0.5942922374429224,0.5479082321187584
20,0.7368165720661718,0.6501819261899457,0.556930693069307,0.49292237442922376,0.36122357174988756
25,0.674768350070344,0.5705056805524615,0.4560643564356436,0.37968036529680366,0.29914529914529914
30,0.6114587881434046,0.49298284695923367,0.39133663366336635,0.3059360730593607,0.2244714349977508
35,0.5460631640227042,0.42845474121927674,0.28589108910891087,0.21073059360730595,0.1417004048582996
40,0.47911512152525104,0.35033786292418506,0.22920792079207922,0.13356164383561644,0.07692307692307693
45,0.42740018434968224,0.28959679215860995,0.18861386138613861,0.07785388127853882,0.044534412955465584
50,0.3706398874496677,0.2408108710180441,0.10334158415841584,0.05502283105022831,0.024291497975708502
0,1.0,1.0,1.0,1.0,1.0
5,0.9340707320622907,0.9101507388430979,0.879579207920792,0.8561643835616438,0.7858749437696806
10,0.867898898753214,0.8202272220984629,0.7717821782178218,0.7219178082191781,0.6639676113360324
15,0.8032309707466162,0.7368381970743298,0.6434405940594059,0.5844748858447488,0.4988753936122357
20,0.7386115558142919,0.6535976832256627,0.5601485148514852,0.4945205479452055,0.41700404858299595
25,0.6727793140251298,0.578525284027623,0.4617574257425743,0.3723744292237443,0.249212775528565
30,0.6076262552757968,0.49439370312616027,0.36794554455445544,0.26621004566210044,0.2352676563202879
35,0.5466453209139863,0.42437068389396304,0.2985148514851485,0.17945205479452056,0.10211426000899686
40,0.4849852035123466,0.3383084577114428,0.23663366336633662,0.15844748858447488,0.1210076473234368
45,0.41527191578130307,0.2886314695180812,0.18551980198019802,0.11278538812785388,0.04003598740440846
50,0.3669043807306069,0.22558847553278386,0.13700495049504952,0.05662100456621005,0.05083220872694557
0,1.0,1.0,1.0,1.0,1.0
5,0.9298500946004948,0.9117101061854904,0.8894801980198019,0.8655251141552511,0.8101664417453891
10,0.8667345849706496,0.8165886982995471,0.7726485148514851,0.7187214611872146,0.6392262708052182
15,0.8038616407121719,0.7391401202940521,0.6528465346534653,0.5876712328767123,0.5402609086819613
20,0.7393392519283947,0.653003638523799,0.566089108910891,0.4952054794520548,0.3252361673414305
25,0.67195459176248,0.5737729264127126,0.4659653465346535,0.37123287671232874,0.30229419703103916
30,0.6103429874351137,0.4938739140120294,0.38254950495049506,0.28470319634703195,0.15834457939721097
35,0.5497501576674914,0.4248162174203609,0.3042079207920792,0.2054794520547945,0.09401709401709402
40,0.47998835686217434,0.3651889804707804,0.2412128712871287,0.11894977168949772,0.11740890688259109
45,0.4240042691505361,0.2793495210514591,0.1839108910891089,0.11712328767123288,0.048582995951417005
50,0.36098578566923784,0.22781614316477314,0.1375,0.04885844748858448,0.017094017094017096
0,1.0,1.0,1.0,1.0,1.0
5,0.9349924804734876,0.9124526620628203,0.8930693069306931,0.8385844748858448,0.799370220422852
10,0.8692087517585989,0.8174797653523428,0.7580445544554455,0.710730593607306,0.6284300494826811
15,0.8024547615582399,0.7277047597831737,0.6736386138613861,0.5796803652968037,0.5326135852451642
20,0.7365740066948042,0.6504046929531447,0.5491336633663366,0.5018264840182648,0.3684210526315789
25,0.6691408334546161,0.569020568797802,0.4704207920792079,0.3719178082191781,0.2807017543859649
30,0.6100519089894727,0.49974010544293457,0.37277227722772277,0.2687214611872146,0.1938821412505623
35,0.5422306311550963,0.4173906586470632,0.2922029702970297,0.19657534246575342,0.1313540260908682
40,0.4865861349633726,0.35739214375881784,0.23155940594059407,0.13881278538812786,0.10706252811515969
45,0.4196866055401931,0.2939036162471226,0.18143564356435643,0.09041095890410959,0.06072874493927125
50,0.36646776306214524,0.22135590703200417,0.13725247524752476,0.07123287671232877,0.042735042735042736
