change,correlation_100,pvalue_100,correlation_20,pvalue_20,correlation_10,pvalue_10,correlation_5,pvalue_5
0,1.0000000000000002,0.0,1.0,0.0,1.0,0.0,0.99999999999999989,0.0
65,0.28590857919096618,0.0,0.28590857919096618,0.0,0.22301630071894554,1.9686192655895975e-229,0.16096617567808785,3.6146106900907334e-61
35,0.62721541684234827,0.0,0.4807426504434209,0.0,0.48039226146231923,0.0,0.49498489848971999,0.0
5,0.90237476710483522,0.0,0.75411887580984172,0.0,0.70152892819607682,0.0,0.78601696698243351,0.0
70,0.2273980453390064,3.2827616907774205e-261,0.2273980453390064,3.2827616907774205e-261,0.22237940990005775,3.8962058246070746e-228,0.14361105489580406,4.6706509828019531e-49
40,0.58198397412294378,0.0,0.42760494743720784,0.0,0.40703658269819559,0.0,0.40879686438283191,0.0
10,0.8517273902866983,0.0,0.69025521952890179,0.0,0.60240509686170696,0.0,0.5482054742553949,0.0
75,0.18253757708509369,1.8641175545369594e-107,0.18253757708509369,1.8641175545369594e-107,0.18253757708509369,1.8641175545369594e-107,0.14990816007644442,2.7113171309199986e-53
45,0.533168979024085,0.0,0.41102710836144724,0.0,0.3667878744740351,0.0,0.34472120828294128,1.5368964595242066e-273
15,0.8049171087245145,0.0,0.65236475111481818,0.0,0.59407388831103425,0.0,0.5986495978490689,0.0
80,0.12818389879343867,6.9674893668983558e-31,0.12818389879343867,6.9674893668983558e-31,0.12818389879343867,6.9674893668983558e-31,0.12818389879343867,6.9674893668983558e-31
50,0.48263644962031893,0.0,0.38934878224615943,0.0,0.32042243060887532,0.0,0.26430725205729261,1.1412546374585204e-161
20,0.75996022151365739,0.0,0.59790997120678979,0.0,0.56432773322822427,0.0,0.58389093395318814,0.0
85,0.048527617977192926,0.003517445350215009,0.048527617977192926,0.003517445350215009,0.048527617977192926,0.003517445350215009,0.048527617977192926,0.003517445350215009
55,0.42003735229833483,0.0,0.37438641017521029,0.0,0.28140872669362488,0.0,0.21403660178530784,1.0501117205426224e-106
25,0.71783507461567742,0.0,0.56420085773460982,0.0,0.57119220354396649,0.0,0.59658985276487997,0.0
60,0.35398751966601405,0.0,0.3436866447754286,0.0,0.24536424220380948,2.8740622012851981e-277,0.20998357085415528,8.9358337563771009e-103
30,0.67318919701341662,0.0,0.53181405264552117,0.0,0.53953986917623198,0.0,0.48412496919136111,0.0
0,1.0000000000000002,0.0,1.0,0.0,1.0,0.0,0.99999999999999989,0.0
65,0.27193735358636584,0.0,0.27193735358636584,0.0,0.23042469211209471,8.7388237008834071e-245,0.1831287471679518,1.2601207550759738e-78
35,0.60875672179060214,0.0,0.46949780848922251,0.0,0.49046253027992442,0.0,0.41282986243811037,0.0
5,0.90524079109041877,0.0,0.75922014093865819,0.0,0.77413912287778208,0.0,0.747786280662456,0.0
70,0.17841932526657567,7.2283521455203149e-159,0.17841932526657567,7.2283521455203149e-159,0.1703799331919805,9.1090505775212956e-135,0.14064892852249036,3.9788159034790253e-47
40,0.56060248168186344,0.0,0.44106182926595749,0.0,0.41644413752191584,0.0,0.3769595436742651,0.0
10,0.84780928849073711,0.0,0.6891780377337362,0.0,0.69851737811482606,0.0,0.73824722416373389,0.0
75,0.16849264433512931,1.2811485611424914e-90,0.16849264433512931,1.2811485611424914e-90,0.16849264433512931,1.2811485611424914e-90,0.17551855785613729,2.2230546596932963e-72
45,0.51739302621534067,0.0,0.42163794761517626,0.0,0.37285810710875411,0.0,0.36031990286780829,1.1790640421829766e-298
15,0.8016700551778021,0.0,0.66117750729964508,0.0,0.67847216064214544,0.0,0.64875300033288363,0.0
80,0.13422786006069462,3.8957344398509935e-34,0.13422786006069462,3.8957344398509935e-34,0.13422786006069462,3.8957344398509935e-34,0.13422786006069462,3.8957344398509935e-34
50,0.45619729868778164,0.0,0.38620397537939438,0.0,0.33458391781297531,0.0,0.32005247996617742,4.3683225564075214e-236
20,0.75772390575485704,0.0,0.63055296251982762,0.0,0.6463765646831916,0.0,0.60304277915449001,0.0
85,0.10566762810378175,3.9251113128066826e-11,0.10566762810378175,3.9251113128066826e-11,0.10566762810378175,3.9251113128066826e-11,0.10566762810378175,3.9251113128066826e-11
55,0.41258536582990252,0.0,0.36815682639678726,0.0,0.31732723100092719,0.0,0.30375451136774201,7.2905464872354303e-213
25,0.71127207134895121,0.0,0.57774924796563099,0.0,0.59665834739496026,0.0,0.56776695614429951,0.0
60,0.34409890854738484,0.0,0.33281395280987247,0.0,0.25722436982254265,1.66323695454076e-304,0.1976070378527017,3.0808890215368141e-91
30,0.65687343309378809,0.0,0.5236814743282987,0.0,0.53377527755126375,0.0,0.46299709693301994,0.0
0,1.0000000000000002,0.0,1.0,0.0,1.0,0.0,0.99999999999999989,0.0
65,0.28110185194526915,0.0,0.28110185194526915,0.0,0.22001121634786067,2.3931333633191221e-223,0.23098026912397945,6.0548478117849594e-124
35,0.62058385088124957,0.0,0.49096819226289717,0.0,0.51153673028320701,0.0,0.48917748793709964,0.0
5,0.90155835892650149,0.0,0.75365243529544568,0.0,0.76417960764643877,0.0,0.75607350030373943,0.0
70,0.22123395863183715,4.6648391491721355e-245,0.22123395863183715,4.6648391491721355e-245,0.21247237888037557,1.911137880631832e-208,0.15544599427781972,3.6209656825506206e-57
