missing,core2,core4,core6,core8,core10
5,0.9816620579246107,0.938813395708027,0.8862623762376237,0.8342465753424657,0.7530364372469636
10,0.9575995730849464,0.8823048934432316,0.7788366336633663,0.6853881278538813,0.5748987854251012
15,0.9354776112162227,0.8304744932056137,0.6935643564356435,0.571917808219178,0.4552406657669816
20,0.9125309270848494,0.7671344768693844,0.6110148514851486,0.44246575342465755,0.30859199280251914
25,0.8857517100858682,0.7130021534120442,0.5211633663366336,0.37031963470319634,0.2253711201079622
30,0.8570804831902198,0.6538947055765947,0.4446782178217822,0.2595890410958904,0.17049032838506523
35,0.8279241255518363,0.582238063414272,0.3530940594059406,0.19611872146118722,0.1039136302294197
40,0.7908601368068694,0.5181554912007128,0.28737623762376235,0.13378995433789953,0.05218173639226271
45,0.7505942851598506,0.4498403504863741,0.20383663366336632,0.07968036529680365,0.012595591542959963
50,0.7057682045311211,0.3785549862627163,0.15433168316831683,0.05639269406392694,0.013045434098065677
0,1.0,1.0,1.0,1.0,1.0
5,0.9808373356619609,0.9437142644984035,0.8905940594059406,0.8228310502283105,0.7345928924876294
10,0.9629845243293067,0.8926264201381154,0.789480198019802,0.6799086757990868,0.6221322537112011
15,0.93474991510212,0.8347070617063934,0.689480198019802,0.5721461187214611,0.4426450742240216
20,0.9093775772570708,0.7624563748422069,0.6172029702970298,0.46187214611872146,0.3288349077822762
25,0.8884684422451851,0.7119625751837826,0.5262376237623763,0.37420091324200916,0.2388663967611336
30,0.8547518556250909,0.649365114724883,0.43106435643564356,0.26666666666666666,0.15519568151147098
35,0.8224421481589288,0.5816440187124081,0.35655940594059404,0.19315068493150686,0.08681961313540261
40,0.7829039926260127,0.5174871909111161,0.27264851485148517,0.11986301369863013,0.048133153396311294
45,0.7500121282685683,0.45414717457488674,0.20284653465346536,0.08401826484018265,0.02249212775528565
50,0.7000436617668462,0.37669859656939186,0.15136138613861386,0.03721461187214612,0.013045434098065677
0,1.0,1.0,1.0,1.0,1.0
5,0.9804492310677728,0.9419321303928121,0.8877475247524752,0.8205479452054795,0.7422402159244265
10,0.9611895405811867,0.8710180441078191,0.7913366336633664,0.6808219178082192,0.5964912280701754
15,0.9322757483141707,0.8396821860845028,0.6919554455445545,0.5522831050228311,0.40260908681961316
20,0.9114151263765585,0.7673572436325834,0.6128712871287129,0.4351598173515982,0.33378317588843903
25,0.8865764323485179,0.7137447092893741,0.5202970297029703,0.36118721461187214,0.22087269455690509
30,0.852132149614321,0.643127645355313,0.4363861386138614,0.2728310502283105,0.1524966261808367
35,0.825644011060981,0.5794163510804188,0.3547029702970297,0.182648401826484,0.09806567701304543
40,0.7930432251491777,0.511249721541546,0.2839108910891089,0.1278538812785388,0.04183535762483131
45,0.7458885169553194,0.4563005866191431,0.2129950495049505,0.0819634703196347,0.013045434098065677
50,0.711298694998302,0.3768471077448578,0.1573019801980198,0.034703196347031964,0.00899685110211426
