change,correlation_100,std_100,correlation_20,std_20,correlation_10,std_10,correlation_5,std_5
0,1.0000000000000002,0.0,1.0000000000000002,0.0,1.0,0.0,1.0,0.0
2,0.97520868689196694,0.021655041264161543,0.97520868689196694,0.021655041264161543,0.98160075439094108,0.017001439332490702,0.98952508286347773,0.0099582553158137754
4,0.95425130519175272,0.023959439967722627,0.95425130519175272,0.023959439967722627,0.96496196527526856,0.019605577633480743,0.9794321638073169,0.013682001863406694
6,0.92821329572004418,0.021872721444994036,0.92821329572004418,0.021872721444994036,0.94523852759720306,0.017195406253118196,0.96998273066079466,0.012106066106149097
8,0.910777641375347,0.030375370551806731,0.910777641375347,0.030375370551806731,0.93154691586544303,0.024837592959048437,0.96208930086615063,0.014472008031097373
10,0.89145216057257026,0.031413681978057259,0.89145216057257026,0.031413681978057259,0.91646939078053236,0.025850291253553048,0.95395414473533968,0.016294706577359153
12,0.86801906736857704,0.022942976840936009,0.86801906736857704,0.022942976840936009,0.89775550044871333,0.018353127680516959,0.94490340240877724,0.012914360725294022
14,0.85096479801164526,0.026456214980521305,0.85096479801164526,0.026456214980521305,0.88474281559936618,0.020717715143923329,0.93694690238399647,0.014582454502672143
16,0.82458660399741457,0.02803351932231693,0.82458660399741457,0.02803351932231693,0.86372879431220395,0.022339997483967276,0.92597099493172919,0.014764007692769908
18,0.81606100716667584,0.027494694504224829,0.81606100716667584,0.027494694504224829,0.85702721290708472,0.022637833667241671,0.91992169144969316,0.014793487478530832
20,0.80044889729741797,0.028625486486558441,0.80044889729741797,0.028625486486558441,0.84318026633258003,0.022609972121082525,0.91128833902114814,0.013175547268248751
22,0.78646687577466179,0.031659705923149803,0.78646687577466179,0.031659705923149803,0.83168813076437154,0.025780931061123041,0.90465321573494106,0.015058365446551892
24,0.77063551969399524,0.027901208862290795,0.77063551969399524,0.027901208862290795,0.81700134564444171,0.023268750102974092,0.89516395812547844,0.014526847952573082
26,0.75785309654187816,0.026423454454630534,0.75785309654187816,0.026423454454630534,0.80534954299289585,0.02293350357739736,0.88621114302274206,0.015872072307702836
28,0.74476007392325461,0.030146193776279518,0.74476007392325461,0.030146193776279518,0.79400299093119442,0.02679069235973245,0.87880116637326933,0.019280131274786685
30,0.73023874714013048,0.029797825030189067,0.73023874714013048,0.029797825030189067,0.7815076947577817,0.027557351213845942,0.87061605535872566,0.018239419110122817
32,0.71586668108351403,0.024141346797813448,0.71586668108351403,0.024141346797813448,0.76783978156422084,0.022535046447789437,0.86105194593921619,0.017872166466429876
34,0.70344694516599371,0.025606658634871177,0.70344694516599371,0.025606658634871177,0.75551241168967975,0.02215722509551803,0.85055401391224472,0.01369208243170353
36,0.6895730573918204,0.022539214285150214,0.6895730573918204,0.022539214285150214,0.74217603857150727,0.018898427154724659,0.8405223264186199,0.013171628001734749
38,0.67617602616970518,0.023617937822653503,0.67617602616970518,0.023617937822653503,0.72868781147241102,0.019382728496606143,0.82994143711374468,0.012510497133933131
40,0.6682082766662607,0.023340059620577218,0.6682082766662607,0.023340059620577218,0.72175918701461717,0.018904062944329406,0.82360125636429571,0.012521207178489709
42,0.65204872172113248,0.019014116611091876,0.65204872172113248,0.019014116611091876,0.70686267189379925,0.015260294082635956,0.81164981352578491,0.011016154338574259
44,0.64358603116845325,0.019110155778363044,0.64358603116845325,0.019110155778363044,0.69814004956140396,0.015888648976902852,0.80472479462867597,0.011995888588958838
46,0.63321489699498967,0.020013852233017004,0.63321489699498967,0.020013852233017004,0.6882936717367969,0.017208399717425743,0.79730188531667856,0.014286434468170928
48,0.62279670266142073,0.016056469916001903,0.62279670266142073,0.016056469916001903,0.67821663661968223,0.013640728161640556,0.79084514978416265,0.011344445042878345
