change,correlation_100,std_100,correlation_20,std_20,correlation_10,std_10,correlation_5,std_5
0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
65,0.79836540900738506,0.033202474887859032,0.79836540900738506,0.033202474887859032,0.79836540900738506,0.033202474887859032,0.79836540900738506,0.033202474887859032
35,0.88230174581506604,0.014514173707586488,0.88230174581506604,0.014514173707586488,0.88230174581506604,0.014514173707586488,0.88230174581506604,0.014514173707586488
5,0.9767810880580855,0.0044307132930272624,0.9767810880580855,0.0044307132930272624,0.9767810880580855,0.0044307132930272624,0.9767810880580855,0.0044307132930272624
70,0.7860569013961054,0.051786867946991916,0.7860569013961054,0.051786867946991916,0.7860569013961054,0.051786867946991916,0.7860569013961054,0.051786867946991916
40,0.87191044742958801,0.016992499714716044,0.87191044742958801,0.016992499714716044,0.87191044742958801,0.016992499714716044,0.87191044742958801,0.016992499714716044
10,0.95932381305952996,0.005179220306734498,0.95932381305952996,0.005179220306734498,0.95932381305952996,0.005179220306734498,0.95932381305952996,0.005179220306734498
75,0.76708496622014732,0.042370816666839783,0.76708496622014732,0.042370816666839783,0.76708496622014732,0.042370816666839783,0.76708496622014732,0.042370816666839783
45,0.85705025844638494,0.028230901867860883,0.85705025844638494,0.028230901867860883,0.85705025844638494,0.028230901867860883,0.85705025844638494,0.028230901867860883
15,0.9460530270276305,0.0077631481274952896,0.9460530270276305,0.0077631481274952896,0.9460530270276305,0.0077631481274952896,0.9460530270276305,0.0077631481274952896
80,0.73362787995773393,0.061841696303907651,0.73362787995773393,0.061841696303907651,0.73362787995773393,0.061841696303907651,0.73362787995773393,0.061841696303907651
50,0.84575970009425738,0.032801321894075773,0.84575970009425738,0.032801321894075773,0.84575970009425738,0.032801321894075773,0.84575970009425738,0.032801321894075773
20,0.92579948407967549,0.007982964703367304,0.92579948407967549,0.007982964703367304,0.92579948407967549,0.007982964703367304,0.92579948407967549,0.007982964703367304
85,0.72877196881906081,0.056830274616091872,0.72877196881906081,0.056830274616091872,0.72877196881906081,0.056830274616091872,0.72877196881906081,0.056830274616091872
55,0.83972589632742822,0.031987366749682195,0.83972589632742822,0.031987366749682195,0.83972589632742822,0.031987366749682195,0.83972589632742822,0.031987366749682195
25,0.9116635069803134,0.0066799418892106504,0.9116635069803134,0.0066799418892106504,0.9116635069803134,0.0066799418892106504,0.9116635069803134,0.0066799418892106504
60,0.81472156918774608,0.036687918185620054,0.81472156918774608,0.036687918185620054,0.81472156918774608,0.036687918185620054,0.81472156918774608,0.036687918185620054
30,0.89871111768157574,0.009332769405578303,0.89871111768157574,0.009332769405578303,0.89871111768157574,0.009332769405578303,0.89871111768157574,0.009332769405578303
