missing,truss2,truss4,truss6,truss8,truss10
25,0.5092816787732042,0.5261606484893147,0.48451151707704526,0.5624142661179699,0.5200553250345782
30,0.45117029862792574,0.4148857774502579,0.4233518665607625,0.4732510288065844,0.4827109266943292
35,0.36037126715092815,0.3596168017686072,0.358220810166799,0.4156378600823045,0.3969571230982019
40,0.35108958837772397,0.262343404568902,0.3034154090548054,0.3223593964334705,0.37206085753803597
45,0.2627118644067797,0.2313927781871776,0.28594122319301035,0.27709190672153633,0.2946058091286307
50,0.21388216303470542,0.19233603537214444,0.22319301032565528,0.22770919067215364,0.24204702627939143
0,1.0,1.0,1.0,1.0,1.0
5,0.8797417271993543,0.8725128960943257,0.8737092930897538,0.9163237311385459,0.9073305670816044
10,0.7873284907183212,0.7324981577008106,0.7847498014297061,0.8299039780521262,0.7607192254495159
15,0.7070217917675545,0.6484893146647015,0.6640190627482129,0.7764060356652949,0.7869986168741355
20,0.5976594027441485,0.5689019896831246,0.5774424146147736,0.6131687242798354,0.656984785615491
25,0.5391444713478611,0.46204863669859986,0.4797458300238284,0.5871056241426612,0.5532503457814661
30,0.42292171105730425,0.4089904200442152,0.420174741858618,0.4993141289437586,0.45504840940525587
35,0.37974172719935434,0.3367722918201916,0.34233518665607626,0.4279835390946502,0.3900414937759336
40,0.3135593220338983,0.29255711127487105,0.2907069102462272,0.35939643347050754,0.3582295988934993
45,0.23325262308313155,0.2328666175386883,0.22239872915011913,0.2812071330589849,0.27385892116182575
50,0.2158999192897498,0.18422991893883567,0.20333598093725178,0.23319615912208505,0.27385892116182575
