missing,core2,core4,core6,core8,core10
20,0.8328236493374108,0.6321766561514196,0.6866197183098591,0.7185185185185186,0.8068535825545171
25,0.8063200815494393,0.5470031545741325,0.6654929577464789,0.6864197530864198,0.7165109034267912
30,0.754841997961264,0.45362776025236595,0.647887323943662,0.6814814814814815,0.5981308411214953
35,0.6975025484199796,0.3899053627760252,0.5774647887323944,0.5679012345679012,0.5950155763239875
40,0.6620795107033639,0.3318611987381703,0.5140845070422535,0.48148148148148145,0.5919003115264797
45,0.6001529051987767,0.26813880126182965,0.5158450704225352,0.4839506172839506,0.4392523364485981
50,0.5639653414882773,0.24353312302839117,0.43661971830985913,0.4567901234567901,0.38006230529595014
0,1.0,1.0,1.0,1.0,1.0
5,0.9653414882772681,0.9091482649842272,0.8802816901408451,0.9160493827160494,0.9501557632398754
10,0.9263506625891947,0.7867507886435331,0.778169014084507,0.8469135802469135,0.8909657320872274
15,0.8807339449541285,0.7066246056782335,0.7341549295774648,0.817283950617284,0.8099688473520249
20,0.854230377166157,0.6271293375394322,0.6619718309859155,0.7135802469135802,0.8099688473520249
25,0.8167686034658511,0.5583596214511041,0.6619718309859155,0.7061728395061728,0.7102803738317757
30,0.7520387359836901,0.4933753943217666,0.6038732394366197,0.6765432098765433,0.6012461059190031
35,0.718144750254842,0.3867507886435331,0.6073943661971831,0.562962962962963,0.5981308411214953
40,0.6590214067278287,0.3362776025236593,0.5598591549295775,0.5111111111111111,0.5919003115264797
45,0.6179918450560652,0.2662460567823344,0.49295774647887325,0.47160493827160493,0.4517133956386293
50,0.5601427115188583,0.2391167192429022,0.4102112676056338,0.45185185185185184,0.3862928348909657
0,1.0,1.0,1.0,1.0,1.0
5,0.963302752293578,0.8965299684542587,0.8450704225352113,0.9333333333333333,0.9034267912772586
10,0.9283893985728848,0.7810725552050474,0.7605633802816901,0.837037037037037,0.8193146417445483
15,0.8776758409785933,0.7041009463722397,0.7341549295774648,0.8148148148148148,0.8161993769470405
20,0.8532110091743119,0.6258675078864353,0.7059859154929577,0.7530864197530864,0.8442367601246106
