change,correlation_100,std_100,correlation_20,std_20,correlation_10,std_10,correlation_5,std_5
0,1.0000000000000002,0.0,1.0,0.0,1.0000000000000002,0.0,1.0,0.0
2,0.95102610114100039,0.00090262754698950851,0.84945739526662822,0.005481542823279415,0.8152769041359047,0.013359237622736666,0.81955227421261834,0.039844477944405578
4,0.91856587101710274,0.0011250051991649156,0.78128516438705531,0.011024997999640978,0.76443435485600786,0.022142501362940124,0.77710456723378052,0.043196590738381557
6,0.89272963063675692,0.00093493809180886082,0.76253268022659626,0.010836618724287001,0.73692375235978524,0.028052694241919338,0.78145968349545425,0.036573299308099702
8,0.8701956177683019,0.0012931641002837998,0.72984500813741471,0.010661705991637457,0.73063831081079234,0.0081007674326630114,0.74482817163894766,0.04005920072260858
10,0.8492694008589794,0.00177182560565424,0.70295573069472828,0.013507380458236282,0.70542171456287717,0.017020939958276672,0.74031264692439591,0.023786653072669819
12,0.82996475901238043,0.0022087448671641863,0.69529702906845592,0.011645654998023544,0.68647086011331182,0.02498668229113531,0.69711156702993082,0.028993389500182782
14,0.81127462614552071,0.0027935029116555859,0.67160343909294196,0.017595087094224967,0.67400818041914434,0.031625169552628479,0.69325758713061081,0.042625859709587072
16,0.79301010372967529,0.0030685987550661516,0.63714680967850401,0.019030625863759375,0.64629011636327816,0.029197021779504083,0.67465081381189695,0.052052862203113046
18,0.77537223008251632,0.0028258296347544072,0.63567629461708708,0.016685589725628759,0.63460967308959293,0.044915659459359977,0.64679235027870952,0.067856075159922383
20,0.75680572823554626,0.0028763387965323752,0.63223839408314186,0.024183806628998508,0.64140319013105951,0.036963053011866975,0.66577875062102709,0.058440198640450185
22,0.73910217693463443,0.00273733984301067,0.61459577286282541,0.02890098239882033,0.6192807358706609,0.038913948442435994,0.61551844285260582,0.049513233099389937
24,0.72159304148252623,0.0036757771015977232,0.57682144094774324,0.021995838818917163,0.57717076421442592,0.032083668807238445,0.61618412355937524,0.064898087136577853
26,0.70379114130248854,0.0040891579240092896,0.54234121193951457,0.025685192988059328,0.57650166480187903,0.036059015671559523,0.62189822292585495,0.033781168337180367
28,0.6850312005757081,0.00403856085228023,0.54986166861874453,0.023422321944908561,0.579219189230751,0.026953354086639868,0.60912799586944844,0.040869826641051439
30,0.66627890599535122,0.0036936275731509595,0.5558717782906053,0.019748413880329909,0.56272209120632444,0.025761998702728016,0.5626988153237561,0.042975945535588943
32,0.64737013801243504,0.0033519589060402289,0.54705818039581844,0.021277042457205013,0.53173084109008806,0.026131878079288726,0.58406554511041719,0.03647217748923378
34,0.62756217995410346,0.0034876197506256627,0.51870458985936829,0.022327036793864632,0.48969611524817902,0.03882454807091993,0.57502549882309639,0.040400862903962206
36,0.60934695939401795,0.0045915560988305107,0.48508327159537046,0.029420306494064331,0.50657532449898945,0.039908780532793092,0.52264158591632648,0.053210968587580655
38,0.58920621807384288,0.0046923893500606861,0.45528651759829913,0.029271483307735085,0.51524212796906554,0.036468721877644703,0.46680535941529405,0.049439433935769217
40,0.56796248047536668,0.0054914151508196202,0.42530294766736665,0.031577846054203156,0.49420687068167446,0.043273661401776881,0.40256359192498242,0.06273386388539251
42,0.54611848557521947,0.0051899018458853325,0.45693584535665011,0.030425064421427676,0.45135096742457498,0.053332118270102626,0.42360420905288809,0.064364717449125794
44,0.52420797704757238,0.006586373680625441,0.4683097283128731,0.025580728927531739,0.40741497196538418,0.058764700780794189,0.44973957797137964,0.065119449270642379
46,0.50140557278896192,0.0081612924027932351,0.45677840776671552,0.026261394692796106,0.34921963605901485,0.062079135870770359,0.4265287518680374,0.068422541795020456
48,0.47982683514135988,0.009897025899703104,0.44163905740301895,0.027505427476647335,0.30468383765547635,0.056833314061194497,0.3577163320748844,0.068322896188008922
