change,correlation_100,std_100,correlation_20,std_20,correlation_10,std_10,correlation_5,std_5
0,1.0,0.0,1.0,0.0,0.99999999999999978,1.1102230246251565e-16,1.0,0.0
2,0.9764589083031765,0.00061952310206217227,0.91352166908677912,0.0037984969994123287,0.89101441141157134,0.0049261814738952988,0.86516463144759115,0.016155377054692683
4,0.95944549898465181,0.00065623722630739996,0.88033370558325108,0.0074253617983297774,0.85499969592915426,0.0098879566860097245,0.82644283920658845,0.023431982195087873
6,0.94588465843014691,0.0006764065743168655,0.86486144361465356,0.0055269257790695921,0.83760173513264946,0.010551020136296035,0.80022242891679674,0.020230675945769609
8,0.93407584220155082,0.00053662359570063689,0.84923071949742435,0.0041240379452091615,0.82045179499905685,0.011618046655922327,0.78485719655194897,0.022727520645734512
10,0.92299830470994326,0.00091960714294466687,0.83370970397215982,0.0052222655777613381,0.79841033862527655,0.013067409140312385,0.76054577266245826,0.031950481753950079
12,0.91259385822293859,0.0011895499107259253,0.81667234682767342,0.0058142604416031151,0.77443385633299011,0.018645243794741303,0.73465524033314245,0.029822686113538503
14,0.90297910450661367,0.0016461177784857655,0.80340098513443858,0.01001749737559623,0.76179840154135836,0.021361338551959312,0.72491051576151955,0.036357859194762261
16,0.89378365842056606,0.001538091855583021,0.7908072626254592,0.0085729938672062869,0.75315037670650731,0.016874016875503706,0.7151603649257694,0.02851420957252249
18,0.88456976608256621,0.0016941664426817099,0.78042792289941909,0.0083957123214293515,0.74380215847570219,0.015493710795658913,0.69781006679486735,0.026324939619322512
20,0.87547033346872172,0.0018249923691786274,0.76982294058268974,0.0063613604175351002,0.7284794398143678,0.014953897537277419,0.68108353621694961,0.027200727300714857
22,0.86675988303519014,0.0013162875577022956,0.75533630206328284,0.008114926573391924,0.70768871473046358,0.018937977994097507,0.66649563660540412,0.023359692249464398
24,0.85828679858064016,0.0014869142318919707,0.74488977450900629,0.0063035957855368044,0.69531552806829988,0.015800375346449153,0.65662895906906238,0.018644859724217804
26,0.84964913929345531,0.0019480862429750035,0.73656901456282642,0.010410787851750461,0.6879951749301616,0.020250164583540061,0.65096637546969327,0.036242162865418884
28,0.84087450277115217,0.0015038347596423556,0.72782134023401945,0.0088738109260978713,0.68253377982158692,0.018549315498781232,0.64510957836765392,0.034288322189436844
30,0.83236581063796611,0.0014331518278179228,0.71547514852437299,0.0076248724194090669,0.66849635365881444,0.013409777922177266,0.62044893547554003,0.02934321651177901
32,0.82325989942654165,0.0014346848333671718,0.70548346916794946,0.010014650472199699,0.65725857900102203,0.019328534005929359,0.62194044531366388,0.027206901436081208
34,0.81442535634906843,0.002053056830059268,0.69566836694465739,0.0098870505727140495,0.64692727740313427,0.015737570195149181,0.60960848974245929,0.030175498224510287
36,0.80552992473945384,0.0018483520651680948,0.68521384901573423,0.0068274668026639109,0.63301935370145623,0.017031961385661303,0.59943197865001174,0.029134638654897196
38,0.79660356294697943,0.001896271484265639,0.67657524478118147,0.0091212120064824813,0.62328778819330366,0.013588217207128226,0.58881816088229377,0.02681100108255071
40,0.78771002571872717,0.0025241677522200275,0.66238592261416507,0.0085125139541863699,0.60861857931537333,0.010822951161440959,0.56579812710940391,0.036006552360979889
42,0.77891373931488384,0.00273783590421869,0.65229186497882297,0.0090457638098489779,0.60020645795498506,0.013736217342618368,0.55915340413070258,0.04346733310939839
44,0.77036811401865068,0.0026050738938817198,0.64344626873451949,0.0094008894627095191,0.58967483670114396,0.019583588565873184,0.55635038949075089,0.049781948675661741
46,0.76098972322426073,0.0025966693979641666,0.63471854831254104,0.010399390999960323,0.57824077696053711,0.023123853987108346,0.54165908610910063,0.043850075806999615
48,0.75190974948326217,0.0028123660574566611,0.62382613697308753,0.012646848469286116,0.56299076695959815,0.023485551718642011,0.52766300397700672,0.045860460691890238
50,0.74235265593067634,0.0030714363578020149,0.61293622126717584,0.01101774337734443,0.5569257107657839,0.023787414188376037,0.52609565502171218,0.0460499051481605
52,0.73282002031644777,0.0030725495784915914,0.60193531558062152,0.013963975935113036,0.54971197511689984,0.022763771682504323,0.51735221451240332,0.041012554856922401
54,0.72283477677378771,0.0022870509688595131,0.5873527258497615,0.0114039905943425,0.53659896074156976,0.02017703761303016,0.50345336502568006,0.041152783333778163
56,0.71345250429981166,0.002728528255774913,0.57820161367390677,0.007217895725849903,0.52164413299136991,0.014500431906531155,0.48785606702727619,0.037404408538368697
58,0.7014505138739201,0.0038801205584064135,0.56435157502977629,0.008507061204579041,0.50828877596606625,0.019305225644393395,0.46946418869675721,0.035226536493604028
60,0.69063283998056013,0.0044927796216438056,0.55491079474536842,0.011051431515842798,0.49898059157293817,0.024183686344084229,0.45505440517928941,0.031179477455194313
62,0.67878119469642295,0.0037716680975193304,0.54343206577695058,0.0095073708926310344,0.48696117861577265,0.021113542689542106,0.44398082434878477,0.037689863455093578
64,0.66764259955407312,0.0037428618149988307,0.53257355947246321,0.015504966721595351,0.47551057374161498,0.025005760944405431,0.43222545819880603,0.035954077714623375
66,0.65449181058572192,0.0031607054303092871,0.51770909436637103,0.01858319892940942,0.45703292400944023,0.030877515858223039,0.41031955858564595,0.044182874169731302
68,0.64178368726789548,0.0026006337046230641,0.50432990869577066,0.015435479724989693,0.44275552699529214,0.021466474518115824,0.39646398719804915,0.036625739609244909
70,0.62750125164651249,0.0026234053065240337,0.48947209920771684,0.014955810760135146,0.43130267215270734,0.024574867911872043,0.40156573278076779,0.024569888811317272
72,0.61159595884676077,0.0027381943290734007,0.47438122135344984,0.01054322144778662,0.41399020362592492,0.019769106476298343,0.37022630772986831,0.036202849187873663
74,0.59628311119967725,0.0034971750073187133,0.46005886619488612,0.014060705257993819,0.40822691037437631,0.021665722699846558,0.35879989891483194,0.042361573723126648
76,0.57946019492711742,0.0045640759017315695,0.4465856418981079,0.013766799506569144,0.39449696993628935,0.021514057089238335,0.34407104043690373,0.032739209450553343
78,0.56145790696613107,0.0052466900634829646,0.43999237326970719,0.014541853930484986,0.37817305941798934,0.022830704278639112,0.34170875446722782,0.034434311821900647
80,0.54086649160860911,0.0055942070985913906,0.42245941315348323,0.014769190043878881,0.35323152511486205,0.017245608524420229,0.32220881091371839,0.021276800894551653
82,0.52054415397658815,0.0071296420378438386,0.4043029844585827,0.013962078055046259,0.33979616339979224,0.022534430025237057,0.27105834761544212,0.031982354151765029
