change,correlation_100,std_100,correlation_20,std_20,correlation_10,std_10,correlation_5,std_5
0,1.0000000000000002,0.0,1.0,0.0,1.0,0.0,0.99999999999999978,1.1102230246251565e-16
2,0.99997763678937301,1.5329348081887029e-05,0.99998686149830895,2.0928171826779324e-05,0.99998250137153755,5.2495885387426892e-05,1.0000000000000002,0.0
4,0.99996793375185933,1.7872243023678148e-05,0.99998686149830895,2.0928171826779324e-05,0.99998250137153755,5.2495885387426892e-05,1.0000000000000002,0.0
6,0.9999475791295831,3.037479200944248e-05,0.99997541060293604,2.8730267695733145e-05,0.99998250137153755,5.2495885387426892e-05,1.0000000000000002,0.0
8,0.99993372216335707,3.2371175108553924e-05,0.99996991697833548,3.3785654576232535e-05,0.99996043209553154,7.9793047008548597e-05,0.99991106599557578,0.00026680201327350384
10,0.99991817794880444,3.5300548212412407e-05,0.99996705372476313,3.2295259804264028e-05,0.99996043209553154,7.9793047008548597e-05,0.99991106599557578,0.00026680201327350384
12,0.99990462808971192,3.5000354535334613e-05,0.99996419047119078,3.0464745435764326e-05,0.99996043209553154,7.9793047008548597e-05,0.99991106599557578,0.00026680201327350384
14,0.9998889066618577,3.3398514114046244e-05,0.99996419047119078,3.0464745435764326e-05,0.99996043209553154,7.9793047008548597e-05,0.99991106599557578,0.00026680201327350384
16,0.99987126855252906,4.3811243893779756e-05,0.99995405901591605,3.6084944763262383e-05,0.99993836281952553,9.4889076464875656e-05,0.99982213199115133,0.00035573601769800511
18,0.99984749800610273,3.6417547701738286e-05,0.99995119654345854,3.9890901775937525e-05,0.99993836281952553,9.4889076464875656e-05,0.99982213199115133,0.00035573601769800511
20,0.99982806223116927,3.3419866249121906e-05,0.99995119654345854,3.9890901775937525e-05,0.99993836281952553,9.4889076464875656e-05,0.99982213199115133,0.00035573601769800511
22,0.99981059958542939,2.5673658221335851e-05,0.99995119654345854,3.9890901775937525e-05,0.99993836281952553,9.4889076464875656e-05,0.99982213199115133,0.00035573601769800511
24,0.99980403035473664,2.7959305221906693e-05,0.99993765210869301,5.8932723291025717e-05,0.99993836281952553,9.4889076464875656e-05,0.99982213199115133,0.00035573601769800511
26,0.99979074071470708,3.1514293637681475e-05,0.99993765210869301,5.8932723291025717e-05,0.99993836281952553,9.4889076464875656e-05,0.99982213199115133,0.00035573601769800511
28,0.99977226309221801,3.6450511612429062e-05,0.99993054809072746,5.5031236368935061e-05,0.99993836281952553,9.4889076464875656e-05,0.99982213199115133,0.00035573601769800511
30,0.99975122331131483,4.5733444753787486e-05,0.99993054809072746,5.5031236368935061e-05,0.99993836281952553,9.4889076464875656e-05,0.99982213199115133,0.00035573601769800511
32,0.9997216280572655,4.7307512232786745e-05,0.99993054809072746,5.5031236368935061e-05,0.99993836281952553,9.4889076464875656e-05,0.99982213199115133,0.00035573601769800511
34,0.99970446058906948,5.3109204768303004e-05,0.99992648131917616,5.5089134952661351e-05,0.99993351934704289,9.283315080559899e-05,0.99982213199115133,0.00035573601769800511
36,0.99968875168757543,5.5970969211356958e-05,0.99990932053305492,7.3991008017757089e-05,0.99993351934704289,9.283315080559899e-05,0.99982213199115133,0.00035573601769800511
38,0.99966824261245057,6.215815112526612e-05,0.99988340423025623,9.1669124234862136e-05,0.99993351934704289,9.283315080559899e-05,0.99982213199115133,0.00035573601769800511
40,0.99964589916142343,5.9374842650089562e-05,0.99988340423025623,9.1669124234862136e-05,0.99993351934704289,9.283315080559899e-05,0.99982213199115133,0.00035573601769800511
42,0.9996205462665616,6.5106216554543635e-05,0.99988340423025623,9.1669124234862136e-05,0.99993351934704289,9.283315080559899e-05,0.99982213199115133,0.00035573601769800511
44,0.99959419108619108,6.0246767753751076e-05,0.99988010697469709,9.7999010332120869e-05,0.99992867587456014,9.0471722064141302e-05,0.99982213199115133,0.00035573601769800511
46,0.99957492243344004,5.8572119663959928e-05,0.99988010697469709,9.7999010332120869e-05,0.99992867587456014,9.0471722064141302e-05,0.99982213199115133,0.00035573601769800511
48,0.99955642696901226,6.2197667912515281e-05,0.99988010697469709,9.7999010332120869e-05,0.99992867587456014,9.0471722064141302e-05,0.99982213199115133,0.00035573601769800511
