change,correlation_100,std_100,correlation_20,std_20,correlation_10,std_10,correlation_5,std_5
0,1.0000000000000002,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0
65,0.58343242937133211,0.017009199639036413,0.58343242937133211,0.017009199639036413,0.58343242937133211,0.017009199639036413,0.58343242937133211,0.017009199639036413
35,0.7831640060302022,0.0083438265454568884,0.7831640060302022,0.0083438265454568884,0.7831640060302022,0.0083438265454568884,0.7831640060302022,0.0083438265454568884
5,0.96333841020963418,0.0020571332451720151,0.96333841020963418,0.0020571332451720151,0.96333841020963418,0.0020571332451720151,0.96333841020963418,0.0020571332451720151
70,0.53473297853997537,0.021824683253028422,0.53473297853997537,0.021824683253028422,0.53473297853997537,0.021824683253028422,0.53473297853997537,0.021824683253028422
40,0.75275441046798219,0.010934594744735768,0.75275441046798219,0.010934594744735768,0.75275441046798219,0.010934594744735768,0.75275441046798219,0.010934594744735768
10,0.92991283427288296,0.0022314753511334493,0.92991283427288296,0.0022314753511334493,0.92991283427288296,0.0022314753511334493,0.92991283427288296,0.0022314753511334493
75,0.48971010490259292,0.0295829859870659,0.48971010490259292,0.0295829859870659,0.48971010490259292,0.0295829859870659,0.48971010490259292,0.0295829859870659
45,0.72223711166252369,0.012398571765118755,0.72223711166252369,0.012398571765118755,0.72223711166252369,0.012398571765118755,0.72223711166252369,0.012398571765118755
15,0.90002204775262307,0.0035273189647036379,0.90002204775262307,0.0035273189647036379,0.90002204775262307,0.0035273189647036379,0.90002204775262307,0.0035273189647036379
80,0.43117999776807936,0.035632271633925863,0.43117999776807936,0.035632271633925863,0.43117999776807936,0.035632271633925863,0.43117999776807936,0.035632271633925863
50,0.6877786930018972,0.013654467115572375,0.6877786930018972,0.013654467115572375,0.6877786930018972,0.013654467115572375,0.6877786930018972,0.013654467115572375
20,0.87077846173619877,0.0046386474187606799,0.87077846173619877,0.0046386474187606799,0.87077846173619877,0.0046386474187606799,0.87077846173619877,0.0046386474187606799
85,0.37498562865291707,0.062163838738330889,0.37498562865291707,0.062163838738330889,0.37498562865291707,0.062163838738330889,0.37498562865291707,0.062163838738330889
55,0.65501849287394609,0.016403650982882836,0.65501849287394609,0.016403650982882836,0.65501849287394609,0.016403650982882836,0.65501849287394609,0.016403650982882836
25,0.84142358076151991,0.0053124408405314533,0.84142358076151991,0.0053124408405314533,0.84142358076151991,0.0053124408405314533,0.84142358076151991,0.0053124408405314533
60,0.62321164741372603,0.016588761905198021,0.62321164741372603,0.016588761905198021,0.62321164741372603,0.016588761905198021,0.62321164741372603,0.016588761905198021
30,0.81276544101653347,0.0061095696200535185,0.81276544101653347,0.0061095696200535185,0.81276544101653347,0.0061095696200535185,0.81276544101653347,0.0061095696200535185
