change,correlation_100,std_100,correlation_20,std_20,correlation_10,std_10,correlation_5,std_5
0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2,0.96889668230022929,0.0025673235818517745,0.9578683006165134,0.005787549930145899,0.83859994448229735,0.024849369424986664,0.69976746537256085,0.084555346003494333
4,0.93709513804076905,0.0039339470061664304,0.92011825964169103,0.010696457523973408,0.69399046104928463,0.044252946176533331,0.22390051562026084,0.16131752268977673
6,0.90472649766390278,0.0029347059522932214,0.92174010615630952,0.0049453172504688335,0.71231534055063472,0.011499904249075479,0.3417450207259124,0.033629022884562071
8,0.87441915488499722,0.0053095573601947043,0.91524339044593217,0.0039151206552117826,0.69766573295985057,0.012797377388215519,0.35832170660196133,0.042810076839417593
10,0.84464309684532446,0.0045284194678487169,0.90749801429706112,0.0063730783756877751,0.67901784137078258,0.017239336643921081,0.31485592963299969,0.061328910310475306
12,0.81528823285385132,0.0043246142338666579,0.89646960928930741,0.0081329857782763953,0.6564241552476846,0.019127331626988254,0.22919017288444041,0.06073879525667969
14,0.78339099463870077,0.0042217167205001365,0.88334026753407213,0.0063016759220582775,0.62964645317586498,0.013042977083827102,0.14907289455060155,0.049234257620176976
16,0.75029120549392936,0.0046188046883822503,0.86954070375833692,0.0066654902267306981,0.61302243419890468,0.010809807430570027,0.11798604792235365,0.042198599111424796
18,0.71478968396837816,0.0035529324731097358,0.84418699648246898,0.0069897518867176479,0.59673152143740382,0.015736237390800979,0.051056516024668888,0.079909243528223525
20,0.73865068365600117,0.044335464396508054,0.77136149879597071,0.05289894718129879,0.58021550962727431,0.044601176822879132,0.18042665049034473,0.12286952758297415
22,0.75766470428718669,0.0058651703849087683,0.73994629146336854,0.015620388771438655,0.55327226386049921,0.02691599372284555,0.15384895359417652,0.090647166400244727
24,0.74247843259950042,0.0065231800841071812,0.74626498732932411,0.013594389203310062,0.54900345723875144,0.021947906140351768,0.12863411181882517,0.064929217837412845
26,0.72283852005491267,0.0050570218327267566,0.75414123075759298,0.010325755554536055,0.54035783682842509,0.018382950437898157,0.074471741987665555,0.045420407144548536
28,0.70358832843504082,0.0042858429514228561,0.76116368496034903,0.012140246670644962,0.53890226360814597,0.014998762341320693,0.041682337478515824,0.030701895115218023
30,0.6794596004733674,0.0050280287611404002,0.76530932839113941,0.0067294532315446314,0.54702500820147881,0.015748596235873717,0.024547568496613083,0.071178909708427648
32,0.65491830338346779,0.0033044518767058016,0.77645801026261707,0.012236855690858845,0.57795745325157089,0.019627997546622793,0.079830148619957547,0.08841997614813206
34,0.62543012151025634,0.0043842781359713931,0.77083071724850927,0.012810430196879179,0.59460367930956159,0.019680866048592642,0.088241836012536656,0.06464484653091393
36,0.59517604527446788,0.0041579017893875105,0.7632812637896037,0.010255759124875355,0.60352184116889995,0.015653577712713189,0.092532605398847445,0.046360839074866378
38,0.5615459806499109,0.0050490611500837949,0.74270585120465982,0.012806241870406587,0.59160067630655866,0.01844211859549607,0.051812759073905569,0.038198364448707028
