removed_core,frac,error_1,error_0.2,error_0.1,std_10,std_2.0,std_1.0,core,count,degree,clustering,components
6,0,0.00058457608998489297,0.039353824467760999,0.017062988206408478,0.0,0.0,0.0,1,2501,0.019992003198720514,0.0,2476
6,0,0.00058457608998489297,0.039353824467760999,0.017062988206408478,0.0,0.0,0.0,2,1159,0.08283002588438308,0.0,1111
6,0,0.00058457608998489297,0.039353824467760999,0.017062988206408478,0.0,0.0,0.0,3,611,0.1407528641571195,0.0,568
6,0,0.00058457608998489297,0.039353824467760999,0.017062988206408478,0.0,0.0,0.0,4,576,0.6666666666666666,0.0,384
6,0,0.00058457608998489297,0.039353824467760999,0.017062988206408478,0.0,0.0,0.0,5,880,2.459090909090909,0.004312770562770562,85
6,0,0.00058457608998489297,0.039353824467760999,0.017062988206408478,0.0,0.0,0.0,6,1896,7.579113924050633,0.013057023223371234,1
6,0,0.00058457608998489297,0.039353824467760999,0.017062988206408478,0.0,0.0,0.0,7,20,0.2,0.0,18
6,0,0.00058457608998489297,0.039353824467760999,0.017062988206408478,0.0,0.0,0.0,8,30,0.13333333333333333,0.0,28
6,0,0.00058457608998489297,0.039353824467760999,0.017062988206408478,0.0,0.0,0.0,9,89,1.5730337078651686,0.0,33
6,0,0.00058457608998489297,0.039353824467760999,0.017062988206408478,0.0,0.0,0.0,10,315,17.066666666666666,0.09845467382618868,1
6,1,0.00097615278503304312,0.051853609628123229,0.028524249389451591,0.0,0.0,0.0,1,2511,0.019912385503783353,0.0,2486
6,1,0.00097615278503304312,0.051853609628123229,0.028524249389451591,0.0,0.0,0.0,2,1152,0.08506944444444445,0.0,1103
6,1,0.00097615278503304312,0.051853609628123229,0.028524249389451591,0.0,0.0,0.0,3,616,0.14935064935064934,0.0,570
6,1,0.00097615278503304312,0.051853609628123229,0.028524249389451591,0.0,0.0,0.0,4,574,0.6794425087108014,0.0,379
6,1,0.00097615278503304312,0.051853609628123229,0.028524249389451591,0.0,0.0,0.0,5,1162,3.1944922547332184,0.0077240936535256655,40
6,1,0.00097615278503304312,0.051853609628123229,0.028524249389451591,0.0,0.0,0.0,6,1584,7.191919191919192,0.014395985168776935,2
6,1,0.00097615278503304312,0.051853609628123229,0.028524249389451591,0.0,0.0,0.0,7,20,0.2,0.0,18
6,1,0.00097615278503304312,0.051853609628123229,0.028524249389451591,0.0,0.0,0.0,8,30,0.13333333333333333,0.0,28
6,1,0.00097615278503304312,0.051853609628123229,0.028524249389451591,0.0,0.0,0.0,9,89,1.5730337078651686,0.0,33
6,1,0.00097615278503304312,0.051853609628123229,0.028524249389451591,0.0,0.0,0.0,10,315,17.066666666666666,0.09845467382618868,1
6,2,0.0016041971054515122,0.0003024532756204465,0.0070961243005389484,0.0,0.0,0.0,1,2518,0.020651310563939634,0.0,2492
