change,correlation_100,pvalue_100,correlation_20,pvalue_20,correlation_10,pvalue_10,correlation_5,pvalue_5
0,1.0,0,1.0,0,1.0,0,1.0,0
2,0.960790222962022,0,0.9015080514611911,0,0.8855320462261239,0,0.8710743801652893,0
4,0.9349817507294412,0,0.8318820823038255,0,0.8236000137169507,0,0.9024793388429752,0
6,0.9167274640082697,0,0.8105308000340803,0,0.8286752854840369,0,0.8385674931129476,0
8,0.8964744056409509,0,0.7803016102922382,0,0.7418469874146977,0,0.9019283746556473,0
10,0.8799705211323043,0,0.7770810258157962,0,0.7607077946572477,0,0.7476584022038567,0
12,0.8651166559138171,0,0.7779841526795603,0,0.7825177463049964,0,0.8385674931129476,0
14,0.8560735581076427,0,0.7801823293857033,0,0.7672233462501286,0,0.8702479338842976,0
16,0.8411099810951382,0,0.7623242736644799,0,0.7282672062000617,0,0.6595041322314049,0
18,0.8288874830324733,0,0.7293005026838204,0,0.6913000240046637,0,0.7774104683195592,0
20,0.8115088629485516,0,0.6692340461787509,0,0.4897980179006207,0,-0.016253443526170797,0
22,0.8022981730637105,0,0.6920848598449348,0,0.7082404581461541,0,0.6316804407713499,0
24,0.7931092695480584,0,0.6878418675981938,0,0.6963067110181407,0,0.6289256198347107,0
26,0.7831319992471609,0,0.6693874073442958,0,0.6484345529988683,0,0.7787878787878788,0
28,0.773467184498689,0,0.6800715685439209,0,0.6878707863242002,0,0.6862258953168044,0
30,0.7644787844333041,0,0.6630143989094317,0,0.6657864956620143,0,0.7165289256198347,0
32,0.7549711671975823,0,0.619408707506177,0,0.49199273001611743,0,0.26611570247933886,0
34,0.7469466531828968,0,0.6531992843145608,0,0.6864990912520147,0,0.6845730027548209,0
36,0.732964351009743,0,0.6416971968986964,0,0.6064606837899935,0,0.7143250688705234,0
38,0.7200652191916024,0,0.5816989009116469,0,0.46325571825383216,0,0.0603305785123967,0
40,0.7108375164548251,0,0.5968646161710829,0,0.6346490175234045,0,0.7754820936639119,0
42,0.702715828319693,0,0.6051631592400102,0,0.5662700181749597,0,0.6892561983471074,0
44,0.6888434351867312,0,0.5744227656130186,0,0.5372586673982374,0,0.5399449035812672,0
46,0.6771272408063543,0,0.5679815966601346,0,0.5570110764377079,0,0.5685950413223141,0
48,0.6593744085002341,0,0.5138110249637897,0,0.42443674771098383,0,0.4699724517906336,0
50,0.6440647378147378,0,0.5197239499020192,0,0.4428860464318782,0,0.4815426997245179,0
52,0.6289974404384392,0,0.5237454204651956,0,0.4095538561777717,0,0.4831955922865014,0
54,0.6158042131405868,0,0.531907642498083,0,0.5039264771441309,0,0.4019283746556474,0
56,0.5997104964001516,0,0.5009968475760416,0,0.45626007338568636,0,0.6264462809917355,0
58,0.5885985969655301,0,0.5130612592655704,0,0.4566029971537327,0,0.6002754820936639,0
60,0.5772409211515588,0,0.5068756922552612,0,0.5451459140633037,0,0.42617079889807163,0
62,0.5554621535690627,0,0.47703842549203374,0,0.45866053976201093,0,0.6862258953168044,0
64,0.5384619249174192,0,0.4534889665161455,0,0.3991975583827715,0,0.24462809917355371,0
66,0.5262995695780358,0,0.4422254409133509,0,0.5011145022461507,0,0.45482093663911843,0
68,0.5026943762221628,0,0.3633126011757689,0,0.2868557319707829,0,0.39090909090909093,0
70,0.4726714544158763,0,0.36188123029735025,0,0.26984671307568325,0,-0.024517906336088153,0
72,0.44554630212098734,0,0.39919911391326574,0,0.2665546449024382,0,0.22396694214876034,0
74,0.42079623619092993,0,0.3101644372497231,0,0.031514694283460785,0,0.11652892561983472,0
76,0.40389598803277293,0,0.2843997614381869,0,0.32444017694866434,0,0.06336088154269973,0
78,0.37451389356119225,0,0.2495356564709892,0,0.25503240629608037,0,0.42589531680440773,0
80,0.31570507893336486,0,0.15550822186248617,0,-0.4188813826686328,0,-0.30137741046831956,0
82,0.27864888701805024,0,0.24321376842464001,0,0.1396042659716745,0,-0.14269972451790633,0
84,0.22985069761819715,0,0.18860015336116553,0,0.13240286684270086,0,0.0534435261707989,0
86,0.14462619642625632,0,-0.030382550907386896,0,-0.5337608449641644,0,-0.4735537190082645,0
88,0.11839967261654008,0,-0.06095254323932862,0,-0.14968622475223758,0,-0.33112947658402203,0
0,1.0,0,1.0,0,1.0,0,1.0,0
2,0.9658180826375768,0,0.8546306551929794,0,0.8404718631048318,0,0.8710743801652893,0
4,0.9376180876992126,0,0.8189656641390475,0,0.7707211686842015,0,0.6033057851239669,0
6,0.9142985713872872,0,0.7901337650166141,0,0.7101608312472137,0,0.7785123966942149,0
8,0.8973911950312091,0,0.8159325210871603,0,0.7432186824868832,0,0.6600550964187328,0
10,0.880714318045917,0,0.7663116639686461,0,0.7484311237611879,0,0.6898071625344353,0
